040001	201	Impressão	333x311mm 6x0 PET79JG	 	240	516,5700	1,40	1	2,00	2,08	4,25	h	2.195,42	15.550	3,40		034	Concluído	001	123	17.200	26/01/2024	26/01/2024	26/01/2024	26/01/2024		0,00
040001	401	Acabamento	Refile	 	246	0,0000	0,00	0	4,01	0,00	2,18	h	0,00	0	4,01		020	Concluído	001	54	17.695	26/01/2024	26/01/2024	26/01/2024	26/01/2024		0,00
040001	402	Acabamento	Formadora	 	249	375,2689	0,00	0	2,38	0,00	1,58	h	592,92	0	2,38		032	Concluído	019	64	16.820	27/01/2024	30/01/2024	30/01/2024	27/01/2024		893,14
040001	403	Acabamento	Revisora Sleeve	 	247	0,0000	0,00	0	6,01	0,00	2,50	h	0,00	0	6,01		013	Concluído	015	41	16.819	27/01/2024	04/02/2024	05/02/2024	27/01/2024		0,00
040001	404	Acabamento	Metragem Linear	 	056	0,0000	0,00	0	18.139,00	0,00	0,00	h	0,00	0	999,00			Concluído	999	0	0						0,00
040001	405	Acabamento	Entrega CIF	 	052	0,0000	0,00	0	1,00	0,00	0,00	h	0,00	0	1,00			Concluído	999	0	0						0,00
040002	201	Impressão	333x311mm 6x0 PET79JG	 	240	516,5700	1,40	1	2,00	0,72	3,27	h	1.689,18	15.550	3,40		034	Concluído	001	96	17.100	26/01/2024	26/01/2024	26/01/2024	26/01/2024		0,00
040002	401	Acabamento	Refile	 	246	0,0000	0,00	0	4,01	0,00	2,05	h	0,00	0	4,01		020	Concluído	016	50	17.125	26/01/2024	30/01/2024	30/01/2024	26/01/2024		0,00
040002	402	Acabamento	Formadora	 	249	375,2689	0,00	0	2,38	0,32	2,65	h	994,46	0	2,38		032	Concluído	020	111	16.975	26/01/2024	30/01/2024	30/01/2024	27/01/2024		893,14
040002	403	Acabamento	Revisora Sleeve	 	247	0,0000	0,00	0	6,01	0,00	2,88	h	0,00	0	6,01		013	Concluído	016	47	17.029	27/01/2024	05/02/2024	05/02/2024	27/01/2024		0,00
040002	404	Acabamento	Metragem Linear	 	056	0,0000	0,00	0	18.139,00	0,00	0,00	h	0,00	0	999,00			Concluído	999	0	0						0,00
040002	405	Acabamento	Entrega CIF	 	052	0,0000	0,00	0	1,00	0,00	0,00	h	0,00	0	1,00			Concluído	999	0	0						0,00
040003	401	Acabamento	Cliche Sleeve a Parte	 	050	0,1568	0,00	0	9.164,61	0,00	0,00	cm2	1.437,01	0	1,00			Concluído	999	0	0						1.437,01
040003	402	Acabamento	Desenvolvimento Grafico	 	112	400,0000	0,00	0	0,98	0,00	0,00	un	392,00	0	1,00			Concluído	999	0	0						392,00
040004	401	Acabamento	Cliche Sleeve a Parte	 	050	0,1568	0,00	0	9.164,61	0,00	0,00	cm2	1.437,01	0	1,00			Concluído	999	0	0						1.437,01
040004	402	Acabamento	Desenvolvimento Grafico	 	112	400,0000	0,00	0	0,98	0,00	0,00	un	392,00	0	1,00			Concluído	999	0	0						392,00
040005	401	Acabamento	Refile	 	246	0,0000	0,00	0	1,56	0,23	0,45	h	0,00	0	1,56		014	Concluído	026	28	290	26/01/2024	03/02/2024	03/02/2024	26/01/2024		0,00
040005	402	Acabamento	Formadora	 	249	375,2750	0,00	0	0,80	0,30	0,38	h	142,60	0	0,80		032	Concluído	029	40	462	26/01/2024	01/02/2024	01/02/2024	26/01/2024		300,22
040005	403	Acabamento	Furo	 	032	0,0000	0,00	0	1,00	0,00	0,00	h	0,00	0	1,00			Concluído	999	0	0						0,00
040005	404	Acabamento	Revisora Sleeve	 	247	0,0000	0,00	0	1,21	0,00	1,08	h	0,00	0	1,21		013	Concluído	024	85	483	27/01/2024	11/02/2024	11/02/2024	27/01/2024		0,00
040005	405	Acabamento	Metragem Linear	 	056	0,0000	0,00	0	1.028,00	0,00	0,00	h	0,00	0	999,00			Concluído	999	0	0						0,00
040005	201	Impressão	236x160mm 2x0 PET79JG	 	240	516,5700	1,00	1	0,02	0,58	1,71	h	883,33	202	1,02		034	Concluído	003	167	250	25/01/2024	25/01/2024	26/01/2024	26/01/2024		0,00
040006	201	Impressão	306x220mm 2x0 PET79JG	 	240	516,5700	0,40	1	0,05	0,88	1,15	h	594,06	441	0,45		034	Concluído	002	240	550	25/01/2024	25/01/2024	25/01/2024	25/01/2024		0,00
040006	401	Acabamento	Refile	 	246	0,0000	0,00	0	1,57	0,00	0,32	h	0,00	0	1,57		020	Concluído	018	17	763	26/01/2024	30/01/2024	30/01/2024	26/01/2024		0,00
040006	402	Acabamento	Formadora	 	249	375,2667	0,00	0	0,75	0,17	0,50	h	187,63	0	0,75		032	Concluído	016	56	529	26/01/2024	30/01/2024	30/01/2024	26/01/2024		281,45
040006	403	Acabamento	Furo	 	032	0,0000	0,00	0	1,00	0,00	0,00	h	0,00	0	1,00			Concluído	999	0	0						0,00
040006	404	Acabamento	Revisora Sleeve	 	247	0,0000	0,00	0	0,95	0,00	0,20	h	0,00	0	0,95		013	Concluído	014	15	535	27/01/2024	04/02/2024	04/02/2024	27/01/2024		0,00
040006	405	Acabamento	Metragem Linear	 	056	0,0000	0,00	0	1.299,00	0,00	0,00	h	0,00	0	999,00			Concluído	999	0	0						0,00
040007	201	Impressão	373x317mm 2x0 PET79JG	 	240	516,5700	0,40	1	0,07	0,57	0,75	h	387,43	636	0,47		034	Concluído	002	157	750	22/01/2024	22/01/2024	22/01/2024	22/01/2024		0,00
040007	401	Acabamento	Refile	 	246	0,0000	0,00	0	1,58	0,00	0,12	h	0,00	0	1,58		014	Concluído	037	6	990	22/01/2024	01/02/2024	01/02/2024	22/01/2024		0,00
040007	402	Acabamento	Formadora	 	249	375,2727	0,00	0	0,77	0,35	0,40	h	150,11	0	0,77		032	Concluído	035	51	756	23/01/2024	31/01/2024	31/01/2024	23/01/2024		288,96
040007	403	Acabamento	Furo	 	032	0,0000	0,00	0	1,00	0,00	0,00	h	0,00	0	1,00			Concluído	999	0	0						0,00
040007	404	Acabamento	Revisora Sleeve	 	247	0,0000	0,00	0	1,05	0,00	0,75	h	0,00	0	1,05		016	Concluído	027	64	661	24/01/2024	08/02/2024	08/02/2024	24/01/2024		0,00
040007	405	Acabamento	Metragem Linear	 	056	0,0000	0,00	0	1.519,00	0,00	0,00	h	0,00	0	999,00			Concluído	999	0	0						0,00
040008	201	Impressão	299x219mm 7x0 PET76I	 	240	516,5700	1,40	1	0,25	0,62	1,17	h	604,39	2.190	1,65		034	Concluído	005	70	2.400	20/01/2024	20/01/2024	20/01/2024	20/01/2024		0,00
040008	401	Acabamento	Refile	 	246	0,0000	0,00	0	1,69	0,27	0,57	h	0,00	0	1,69		020	Concluído	048	33	2.745	20/01/2024	31/01/2024	31/01/2024	20/01/2024		0,00
040008	402	Acabamento	Formadora	 	249	375,2697	0,00	0	0,89	0,00	0,17	h	63,80	0	0,89		032	Concluído	036	16	2.456	23/01/2024	31/01/2024	31/01/2024	23/01/2024		333,99
040008	403	Acabamento	Furo	 	032	0,0000	0,00	0	1,00	0,00	0,00	h	0,00	0	1,00			Concluído	999	0	0						0,00
040008	404	Acabamento	Revisora Sleeve	 	247	0,0000	0,00	0	1,58	0,00	0,73	h	0,00	0	1,58		016	Concluído	001	43	2.431	24/01/2024	24/01/2024	24/01/2024	24/01/2024		0,00
040008	405	Acabamento	Metragem Linear	 	056	0,0000	0,00	0	3.339,00	0,00	0,00	h	0,00	0	999,00			Concluído	999	0	0						0,00
040008	406	Acabamento	Entrega CIF	 	052	0,0000	0,00	0	1,00	0,00	0,00	h	0,00	0	1,00			Concluído	999	0	0						0,00
040009	201	Impressão	299x219mm 7x0 PET76I	 	240	516,5700	1,40	1	0,25	0,92	1,32	h	681,87	2.190	1,65		034	Concluído	004	76	2.400	20/01/2024	20/01/2024	20/01/2024	20/01/2024		0,00
040009	401	Acabamento	Refile	 	246	0,0000	0,00	0	1,69	0,00	0,52	h	0,00	0	1,69		020	Concluído	049	29	2.676	22/01/2024	31/01/2024	31/01/2024	22/01/2024		0,00
040009	402	Acabamento	Formadora	 	249	375,2697	0,00	0	0,89	0,23	0,38	h	142,60	0	0,89		032	Concluído	037	40	2.568	23/01/2024	31/01/2024	31/01/2024	23/01/2024		333,99
040009	403	Acabamento	Furo	 	032	0,0000	0,00	0	1,00	0,00	0,00	h	0,00	0	1,00			Concluído	999	0	0						0,00
040009	404	Acabamento	Revisora Sleeve	 	247	0,0000	0,00	0	1,58	0,00	0,98	h	0,00	0	1,58		016	Concluído	035	58	2.571	24/01/2024	14/02/2024	14/02/2024	24/01/2024		0,00
040009	405	Acabamento	Metragem Linear	 	056	0,0000	0,00	0	3.339,00	0,00	0,00	h	0,00	0	999,00			Concluído	999	0	0						0,00
040009	406	Acabamento	Entrega CIF	 	052	0,0000	0,00	0	1,00	0,00	0,00	h	0,00	0	1,00			Concluído	999	0	0						0,00
